"Ad report (Mar 14, 2014-Oct 19, 2014)",,,,,,,,,,,,,,,,,,,,,,,
Ad state,Ad,Description line 1,Description line 2,Display URL,Destination URL,Campaign,Ad group,Status,Clicks,Impressions,CTR,Avg. CPC,Cost,Avg. position,Ad ID,SU,FTE ,FTC,Imp-SU,Clicks-SU,Click-FTC,FTE Conversion%,FTC Conversion%
enabled,Send & Track Emails,Trusted by 600k+ for Reliable Email,Marketing Since 2001. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Email - Send - Nonbrand - Phrase,approved,17,1536,1.11%,1.77,30.07,1.4,39148516897,2,#N/A,#N/A,0.13%,11.76%,#N/A,#N/A,#N/A
enabled,Free Bulk Email Marketing,Reach New Customers w/ Bulk Email &,Social. It's Free and Easy to Use!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Email Marketing - Bulk - Free,approved,0,0,0.00%,0,0,0,39148346137,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Best Free Email Templates,"Free Email Templates, Easy Drag &",Drop Email Creator. No HTML Coding!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Email Template - Best,approved,4,78,5.13%,1.04,4.15,1.7,39148811977,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free eNewsletter Software,Trusted by 600k+ for Engaging Email,Newsletters Since 2001. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,eNewsletter Software,approved,2,28,7.14%,4.36,8.73,1.8,39301551577,2,#N/A,#N/A,7.14%,100.00%,#N/A,#N/A,#N/A
enabled,Create & Send Bulk Emails,"Design, Send & Track your Bulk",HTML Emails. Easy to Use and Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Email - Bulk - Free,approved,2,80,2.50%,4.13,8.26,4.6,39149573857,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Send Mass Newsletters,"Design, Send & Track your Mass",Newsletters. Easy to Use and Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Newsletter - Mass,approved,4,326,1.23%,4.08,16.34,2.5,39294391537,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Send & Track Newsletters,Create and Send Bulk HTML Email,Campaigns & Newsletters. Use Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Newsletters - Free - Nonbrand - Broad Mod,approved,0,17,0.00%,0,0,5.3,39147933937,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Bulk Email Software,"Design, Send and Track Bulk Emails.",Easy to Use. Try it Risk Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Email - Bulk - Nonbrand - Broad Mod,approved,6,718,0.84%,5.07,30.42,6.2,39149400577,1,#N/A,#N/A,0.14%,16.67%,#N/A,#N/A,#N/A
enabled,HTML eNewsletter Software,Create and Send Bulk HTML Email,Campaigns & Newsletters. Use Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,eNewsletter - HTML - Free,approved,0,5,0.00%,0,0,1.8,39147965497,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Send & Track Newsletters,Trusted by 600k+ for Engaging Email,Newsletters Since 2001. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email Newsletters - Nonbrand - Phrase,approved,0,45,0.00%,0,0,4.5,39147956497,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Bulk Email Software,"Design, Send & Track your Bulk",HTML Emails. Easy to Use and Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Email - Bulk - Nonbrand - Broad Mod,approved,4,285,1.40%,5.16,20.66,5.3,39149400697,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Bulk Email Software,Trusted by 600k+ for Reliable Email,Marketing Since 2001. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Email - Bulk - Nonbrand - Broad Mod,approved,7,1255,0.56%,5.45,38.16,6.7,39149400817,2,#N/A,#N/A,0.16%,28.57%,#N/A,#N/A,#N/A
enabled,Email Marketing Software,"Design, Send & Track Newsletters.","Get Open-Rate, Unsubscribes & More!",www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Email Marketing Software,approved,23,561,4.10%,16.72,384.52,1.7,39148278097,1,1,#N/A,0.18%,4.35%,#N/A,100.00%,#N/A
enabled,Free Bulk Email Software,Send Bulk Email Blast to your List,all at once. Easy to Use and Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Email - Bulk - Nonbrand - Broad Mod,approved,2,190,1.05%,5.06,10.13,5,39149400457,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Email Campaign Software,Easy to Use Email Campaign Software,w/ Helpful Reporting & Statistics!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - CA,Email Campaign Software,approved,1,15,6.67%,18.56,18.56,2.5,39149095417,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Bulk Email Software,Trusted by 600k+ for Reliable Email,Marketing Since 2001. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Email - Bulk - Nonbrand - Exact,approved,11,349,3.15%,6.78,74.56,2.2,39149544217,1,1,#N/A,0.29%,9.09%,#N/A,100.00%,#N/A
enabled,Free Bulk Email Software,"Design, Send & Track your Bulk",HTML Emails. Easy to Use and Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Email - Bulk - Nonbrand - Exact,approved,16,478,3.35%,5.63,90.06,2.2,39149544097,1,#N/A,#N/A,0.21%,6.25%,#N/A,#N/A,#N/A
enabled,Create & Send HTML Email,"Design, Send and Track HTML Emails.",Easy to Use. Try it Risk Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email - HTML - Free - Exact,approved,1,50,2.00%,1.05,1.05,6.8,39148026697,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Bulk Email Software,Send Bulk Email Blast to your List,all at once. Easy to Use and Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Email - Bulk - Nonbrand - Exact,approved,12,242,4.96%,6.87,82.49,2.1,39149543857,1,#N/A,#N/A,0.41%,8.33%,#N/A,#N/A,#N/A
enabled,Free Bulk Email Software,"Design, Send and Track Bulk Emails.",Easy to Use. Try it Risk Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Email - Bulk - Nonbrand - Exact,approved,67,1358,4.93%,5.78,387.17,2.5,39149543977,13,1,#N/A,0.96%,19.40%,#N/A,7.69%,#N/A
enabled,Free Bulk Email Software,Send Bulk Email Blast to your List,all at once. Easy to Use and Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Email - Bulk - Nonbrand - Phrase,approved,11,1287,0.85%,5.45,59.93,7.9,39149479537,4,#N/A,#N/A,0.31%,36.36%,#N/A,#N/A,#N/A
enabled,Mass Email Blast Software,Trusted by 600k+ for Mass Email,Blasts Since 2001. Simple & Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - CA,Email Blast Software - Mass,approved,0,0,0.00%,0,0,0,39149248297,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Try Email Marketing Free,Email Marketing Gets Results. Drag,& Drop Email Templates. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Email Market,approved,2,93,2.15%,1.51,3.02,2,39148853377,1,#N/A,#N/A,1.08%,50.00%,#N/A,#N/A,#N/A
enabled,Try Email Marketing Free,Create Emails w/ Ease. Drag & Drop,Creator. Looks Great On Any Device!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - CA,Email Marketing - Nonbrand - Exact,approved,12,480,2.50%,18.4,220.85,3.8,39301617817,2,1,#N/A,0.42%,16.67%,#N/A,50.00%,#N/A
enabled,Create & Send Mass Email,Email Marketing Gets Results. Drag,& Drop Email Templates. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,top keyword: mass email - exact,approved,41,1271,3.23%,17.23,706.38,2.4,39294418297,7,1,#N/A,0.55%,17.07%,#N/A,14.29%,#N/A
enabled,Email Marketing Reporting,Track & Manage the Success of Your,Email Marketing Efforts. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Email Reporting,approved,12,1079,1.11%,4.11,49.32,1.6,39301453057,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Email Campaign Company,Create Emails w/ Ease. Drag & Drop,Creator. Looks Great On Any Device!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Email Campaign Company,approved,1,30,3.33%,3.24,3.24,1.4,39148672417,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Email Marketing Software,Trusted by 600k+ for Bulk Email,Marketing Since 2001. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email Marketing Software - Bulk,approved,0,36,0.00%,0,0,4.6,39148030897,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Sign Up Form Templates,Create Beautiful Forms in Minutes.,Quick & Easy to Use. Try it Free!,VerticalResponse.com/SignUpForms,http://www.verticalresponse.com,VR Nonbranded - AU,Sign Up Form Template,approved,5,69,7.25%,2.49,12.44,1,40497359377,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Bulk Email Software,Trusted by 600k+ for Reliable Email,Marketing Since 2001. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Email - Bulk - Nonbrand - Phrase,approved,11,525,2.10%,3.12,34.37,7.3,39149479897,2,#N/A,#N/A,0.38%,18.18%,#N/A,#N/A,#N/A
enabled,Free Bulk Email Software,"Design, Send and Track Bulk Emails.",Easy to Use. Try it Risk Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Email - Bulk - Nonbrand - Phrase,approved,2,232,0.86%,5.35,10.7,7.4,39149479657,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Create & Send Email,Create Emails w/ Ease. Drag & Drop,Creator. Looks Great On Any Device!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Email - Send,approved,561,26802,2.09%,0.92,516.86,1.4,39148780057,62,1,#N/A,0.23%,11.05%,#N/A,1.61%,#N/A
enabled,Mass Email Creator,No Contracts. Free Templates.,"Quick and Easy - Used by 600,000!",www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,top keyword: mass email - phrase,approved,114,6772,1.68%,13.8,1573.11,2.2,39294368857,18,3,#N/A,0.27%,15.79%,#N/A,16.67%,#N/A
enabled,Send HTML Business Emails,Quickly Create Professional Emails.,Drag & Drop. No Expertise Needed!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email - HTML - Business,approved,1,24,4.17%,25.81,25.81,1.6,39148047457,1,1,#N/A,4.17%,100.00%,#N/A,100.00%,#N/A
enabled,Easy Sign Up Form Creator,Start Collecting Leads w/ Online,Sign Up Forms. Try it Free Today!,VerticalResponse.com/SignUpForms,http://www.verticalresponse.com,VR Nonbranded - US,Online Sign Up Form - Create,approved,0,1,0.00%,0,0,5,40497313777,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Newsletter Templates,Trusted by 600k+ for Engaging Email,Newsletters Since 2001. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,eNewsletter Template,approved,57,1053,5.41%,7.69,438.47,2.7,39294318217,12,#N/A,#N/A,1.14%,21.05%,#N/A,#N/A,#N/A
enabled,Email Marketing Templates,Quickly Create Email Marketing.,Drag & Drop Templates. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Email Marketing Template - Free,approved,1,45,2.22%,2.59,2.59,2.1,39148765297,1,#N/A,#N/A,2.22%,100.00%,#N/A,#N/A,#N/A
enabled,Free Bulk Email Software,"Design, Send & Track your Bulk",HTML Emails. Easy to Use and Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Email - Bulk - Nonbrand - Phrase,approved,0,123,0.00%,0,0,7.6,39149479777,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Create & Send Email,Create Emails w/ Ease. Drag & Drop,Creator. Looks Great On Any Device!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Email - Send - Nonbrand - Broad Mod,approved,614,26372,2.33%,0.98,603.12,1.4,39148573657,49,#N/A,#N/A,0.19%,7.98%,#N/A,#N/A,#N/A
enabled,Send eNewsletters Free,Build e-Newsletters. Drag & Drop,Creator. Looks Great On Any Device!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,eNewsletter - Free,approved,2,26,7.69%,1.47,2.94,1.4,39148553857,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,HTML Newsletter Software,Email Newsletters Get Results. No,Contracts. Free Templates. Try Us!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Newsletter Software - HTML,approved,3,20,15.00%,1.92,5.77,1.7,39301482457,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Targeted Email Marketing,Reach New Customers w/ Targeted,Email. It's Free and Easy to Use!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Email Marketing - Targeted,approved,0,3,0.00%,0,0,1,39148501537,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Mass Email Solution,Easy Drag & Drop Email Campaign,Creator. Free Templates. Try Us!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,mass email solution,approved,4,48,8.33%,19.3,77.18,1.7,39294431977,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Bulk Email Blaster,Send Bulk Email Blasts to your List,all at once. Easy to Use and Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - CA,Email Blaster Software,approved,1,10,10.00%,9.25,9.25,3.5,39148954417,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Business Email Marketing,"Design, Send and Track Bulk Emails.",Easy to Use. Try it Risk Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Email - Business,approved,63,12234,0.51%,5.61,353.7,6.2,39149556337,13,2,#N/A,0.11%,20.63%,#N/A,15.38%,#N/A
enabled,Email Marketing,Trusted by 600k+ for Reliable Email,Marketing Since 2001. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Email,approved,259,25565,1.01%,1.16,299.16,2.7,39148793377,39,2,#N/A,0.15%,15.06%,#N/A,5.13%,#N/A
enabled,Business Email Marketing,Easily Create Bulk Business Emails.,Drag & Drop. No Expertise Needed!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Email - Business,approved,13,3340,0.39%,6.76,87.93,6.1,39149556097,3,#N/A,#N/A,0.09%,23.08%,#N/A,#N/A,#N/A
enabled,Free Email Sender,Send Emails w/ Ease. Drag & Drop,Templates Look Great On Any Device!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email Sender - Free,approved,18,266,6.77%,8.3,149.46,2.3,39294439057,4,2,#N/A,1.50%,22.22%,#N/A,50.00%,#N/A
enabled,Web Sign Up Form Builder,Easily Capture Web Leads w/ Free,Customizable Sign Up Forms. Try Us!,VerticalResponse.com/SignUpForms,http://www.verticalresponse.com,VR Nonbranded - CA,Website Sign Up Form Builder,approved,0,0,0.00%,0,0,0,40497429457,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,{KeyWord:Daily Email Newsletter},Email Newsletters Get Results. No,Contracts. Free Templates. Try Us!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email Newsletter - Time - Daily,approved,3,345,0.87%,4.8,14.39,2.5,39147773257,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Email Marketing,Quickly Create Professional Emails.,Drag & Drop. No Expertise Needed!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Email Marketing - Misspelling,approved,402,15798,2.54%,11.32,4550.22,1.6,39148692217,69,12,#N/A,0.44%,17.16%,#N/A,17.39%,#N/A
enabled,Email Mrkting Management,"Create, Send & Manage Bulk Email",Marketing & Newsletters. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Email Marketing Management,approved,0,8,0.00%,0,0,2.6,39148485217,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Newsletter Templates,Trusted by 600k+ for Newsletter,Templates Since 2001. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - CA,Newsletter Template - Cheap,approved,0,0,0.00%,0,0,0,39301629817,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Email Reporting,"Design, Send & Track your Emails.","Get Open-Rate, Unsubscribes & More!",www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - CA,Email Reporting - Free,approved,0,2,0.00%,0,0,1.5,39301711777,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Online Sign Up Forms,Easiest Way to Create Sign Up Forms,"for Your Site, Newsletter or Blog.",VerticalResponse.com/SignUpForms,http://www.verticalresponse.com,VR Nonbranded - US,Sign Up Form,approved,267,4586,5.82%,1.57,419.83,1.6,40497306697,29,#N/A,#N/A,0.63%,10.86%,#N/A,#N/A,#N/A
enabled,Free eNewsletter Tracker,Simple eNewsletter Tracker Software,w/ Helpful Reporting & Statistics!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - CA,eNewsletter Tracker,approved,0,3,0.00%,0,0,1.3,39301688737,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free HTML Email Software,Create Emails w/ Ease. Drag & Drop,Templates Look Great On Any Device!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - CA,Email Software - HTML,approved,0,3,0.00%,0,0,2,39301673497,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Try Email Marketing Free,Email Marketing Gets Results. See,How it Increases ROI - Risk Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Email Marketing - Cheap,approved,0,25,0.00%,0,0,4,39148724497,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Business Email Marketing,Quickly Create Professional Emails.,Drag & Drop. No Expertise Needed!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Email - Business,approved,20,3299,0.61%,7.4,148.1,5.8,39149556217,2,#N/A,#N/A,0.06%,10.00%,#N/A,#N/A,#N/A
enabled,Targeted Email Marketing,Email Marketing Gets Results. Drag,& Drop Email Templates. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Email Marketing - Targeted,approved,0,50,0.00%,0,0,3.9,39148586137,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Business Email Marketing,Create Emails w/ Ease. Drag & Drop,Creator. Looks Great On Any Device!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Email - Business,approved,72,14476,0.50%,5.1,366.89,6.2,39149555977,7,#N/A,#N/A,0.05%,9.72%,#N/A,#N/A,#N/A
enabled,Sign Up Form Generator,Start Collecting Leads w/ Generated,Sign Up Forms. Try it Free Today!,VerticalResponse.com/SignUpForms,http://www.verticalresponse.com,VR Nonbranded - US,Website Sign Up Form Generator,approved,0,0,0.00%,0,0,0,40497335257,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Email Marketing,"Design, Send and Track Bulk Emails.",Easy to Use. Try it Risk Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Email - Cheap,approved,0,0,0.00%,0,0,0,39149421697,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Send & Track Newsletters,Trusted by 600k+ for Engaging Email,Newsletters Since 2001. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email Newsletter - Nonbrand - Phrase,approved,2,2052,0.10%,7.06,14.12,7,39147812017,1,#N/A,#N/A,0.05%,50.00%,#N/A,#N/A,#N/A
enabled,Free Custom Sign Up Forms,Easily Capture Online Leads w/ Free,Customizable Sign Up Forms. Try Us!,VerticalResponse.com/SignUpForms,http://www.verticalresponse.com,VR Nonbranded - US,Sign Up Form - Custom,approved,0,11,0.00%,0,0,2.5,40497321577,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Email Marketing,Create Emails w/ Ease. Drag & Drop,Creator. Looks Great On Any Device!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - UK,Email - Cheap,approved,0,1,0.00%,0,0,5,39149421457,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Bulk Email Service,Quickly Create Professional Emails.,Drag & Drop Templates. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Email Service - Bulk - Exact,approved,0,2,0.00%,0,0,9.5,39301403257,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Newsletter Tracker,Simple Newsletter Tracker Software,w/ Helpful Reporting & Statistics!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Newsletter Tracker,approved,2,28,7.14%,2.1,4.2,1.5,39301587097,1,1,#N/A,3.57%,50.00%,#N/A,100.00%,#N/A
enabled,Free Newsletter Templates,Easily Create Stunning Newsletters.,Drag & Drop Templates. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - AU,Newsletter Template - Free,approved,78,493,15.82%,2.25,175.68,2.1,39301451617,8,#N/A,#N/A,1.62%,10.26%,#N/A,#N/A,#N/A
enabled,Email Blast Marketing,"Design, Send & Track Email Blast",Marketing Newsletters. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,Email Blast Marketing,approved,2,57,3.51%,10.91,21.82,6.3,39147870937,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Email Campaign Software,"Build, Send & Track Email Marketing",Campaigns & Newsletters. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - ROW,Email Marketing Campaign Software,approved,0,11,0.00%,0,0,4.2,39148889857,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
enabled,Free Newsletter Templates,Trusted by 600k+ for Engaging Email,Newsletters Since 2001. It's Free!,www.VerticalResponse.com,http://www.verticalresponse.com,VR Nonbranded - US,eNewsletter Template - Cheap,approved,0,0,0.00%,0,0,0,39294416977,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
